brand,model,ram_gb,storage_gb,condition,battery_health,age_years,original_price,resale_price
Apple,iPhone 12,4,64,Fair,56,3,49999,11759
iQOO,iQOO Z7 Pro 5G,8,128,Good,56,3,23999,7055
iQOO,iQOO Z9 5G,8,128,Poor,96,3,19999,6047
OnePlus,OnePlus Nord N30 SE 5G,4,128,Good,80,4,13999,5039
Oppo,OPPO Find N3 Flip,12,256,Like New,67,3,94999,40099
Redmi,Xiaomi 14 Ultra,12,512,Like New,63,3,99999,39689
Redmi,Xiaomi 14 Ultra,12,512,Fair,68,3,99999,28559
Infinix,Zero 30 5G,8,128,Like New,81,1,17999,11809
Realme,Realme Narzo N55,6,128,Poor,87,1,10999,3875
Redmi,POCO M6 Pro 5G,4,128,Like New,70,3,10999,4850
Redmi,Redmi A3,3,64,Poor,62,2,6999,1562
OnePlus,OnePlus 12R,8,128,Poor,73,2,39999,10511
Redmi,Xiaomi 14 Civi,8,256,Poor,92,3,42999,12461
Oppo,OPPO K10 5G,8,128,Like New,95,2,14999,10259
iQOO,iQOO Z7 5G,6,128,Good,75,4,14999,5062
Apple,iPhone 15 Pro,8,128,Fair,94,3,134900,53258
Samsung,Galaxy M04,4,64,Fair,50,1,7999,2159
Motorola,Motorola G64 5G,6,128,Fair,81,2,13999,5442
Redmi,POCO M6 Pro 5G,4,128,Like New,94,1,10999,8374
iQOO,iQOO 12 5G,12,256,Like New,56,3,52999,18698
OnePlus,OnePlus Nord 3 5G,8,128,Like New,58,1,30999,14563
Vivo,Vivo Y28 5G,4,128,Good,87,2,13999,7307
Oppo,OPPO Reno 10 5G,8,256,Fair,54,2,32999,8553
Apple,iPhone 12,4,64,Fair,97,3,49999,20369
iQOO,iQOO Z7 Pro 5G,8,128,Poor,67,3,23999,5064
Samsung,Galaxy S23 FE,8,128,Poor,96,2,44999,15551
Samsung,Galaxy M04,4,64,Like New,80,4,7999,3455
OnePlus,OnePlus 12R,8,128,Fair,72,4,39999,10367
Realme,Realme Narzo 30,6,64,Good,89,2,10999,5873
Vivo,Vivo Y27 5G,6,128,Fair,81,4,12999,3790
Apple,iPhone 12 (128GB),4,128,Poor,79,2,54999,15641
Vivo,Vivo Y28 5G,4,128,Poor,94,4,13999,3552
Motorola,Motorola Edge 40,8,128,Fair,91,4,26999,8844
Realme,Realme Narzo 60 5G,8,128,Good,59,4,17999,4778
Apple,iPhone 13 (256GB),4,256,Fair,90,3,69900,26422
Vivo,Vivo X100 5G,12,256,Poor,58,1,63999,15033
Oppo,OPPO A79 5G,8,128,Like New,92,4,17999,8941
Redmi,POCO X6 Pro 5G,8,256,Fair,54,4,26999,5248
iQOO,iQOO Neo 9 Pro,8,128,Poor,51,1,35999,7435
Realme,Realme 11x 5G,6,128,Good,87,3,12999,5937
Realme,Realme C53,6,128,Fair,76,1,10999,4513
Oppo,OPPO Find N3 Flip,12,256,Good,94,3,94999,46882
Redmi,POCO X5 Pro 5G,6,128,Poor,87,2,20999,6576
iQOO,iQOO Z9 5G,8,128,Fair,62,1,19999,6695
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,55,2,17999,4751
Realme,Realme Narzo 10,4,128,Like New,82,1,9999,6641
Apple,iPhone 15,6,128,Like New,97,2,79900,55802
Vivo,Vivo Y16,3,64,Good,78,1,8999,4737
Realme,Realme C51,4,64,Fair,73,3,7999,2452
Realme,Realme Narzo N65 5G,4,128,Fair,85,1,11499,5278
OnePlus,OnePlus 12R,8,128,Fair,58,2,39999,11135
Redmi,Redmi 12 5G,4,128,Like New,55,3,11999,4157
OnePlus,OnePlus Nord N30 SE 5G,4,128,Fair,70,2,13999,4703
Redmi,Xiaomi 14 Civi,8,256,Fair,68,4,42999,10526
Oppo,OPPO K10 5G,8,128,Fair,56,2,14999,4031
Oppo,OPPO Reno 11 Pro 5G,12,256,Poor,99,1,39999,16037
Samsung,Galaxy A04,4,64,Fair,97,4,7499,2618
OnePlus,OnePlus 11 5G,8,128,Fair,93,3,56999,22263
Realme,Realme Narzo 60 5G,8,128,Poor,86,3,17999,4875
Oppo,OPPO A17k,3,64,Like New,84,1,7999,5442
Apple,iPhone 15 Pro (512GB),8,512,Fair,98,4,149900,52884
Motorola,Motorola Razr 40 Ultra,8,256,Fair,64,2,79999,24575
Vivo,Vivo Y18e,4,64,Poor,86,1,7999,2786
Samsung,Galaxy A05s,6,128,Good,59,1,11999,4778
Infinix,Zero 5G 2023,8,128,Poor,94,3,14999,4441
Apple,iPhone 14 Pro Max (1TB),6,1024,Fair,83,3,169900,59227
Realme,Realme Narzo N53,6,128,Fair,58,1,10999,3444
Motorola,Motorola Edge 40 Neo,8,128,Fair,99,1,20999,11226
Infinix,Note 12 Pro 5G,8,128,Good,62,1,15999,6695
Motorola,Motorola G85 5G,8,128,Fair,85,3,17999,6425
Vivo,Vivo Y200 5G,8,128,Like New,80,3,21999,11087
Oppo,OPPO A79 5G,8,128,Like New,89,1,17999,12975
Apple,iPhone 14 (256GB),6,256,Poor,51,1,79999,16523
Oppo,OPPO Reno 10 5G,8,256,Good,51,3,32999,8835
Vivo,Vivo X100 5G,12,256,Good,53,1,63999,22895
Vivo,Vivo V30 Pro 5G,8,256,Like New,79,3,41999,20902
Apple,iPhone 13 Mini,4,128,Good,64,4,52999,15263
Samsung,Galaxy A04e,3,32,Good,93,2,6499,3626
iQOO,iQOO Z9x 5G,4,128,Good,89,4,12999,5206
Apple,iPhone 11,4,64,Poor,74,2,39999,10655
Motorola,Motorola G14,4,128,Good,85,1,8499,4876
iQOO,iQOO Z7 5G,6,128,Poor,80,3,14999,3779
Infinix,Hot 40i,8,128,Poor,59,2,8499,1805
Realme,Realme Narzo 20,4,64,Like New,86,4,10499,4875
Vivo,Vivo X100 Pro 5G,16,512,Poor,61,4,89999,14822
Apple,iPhone 12 Mini,4,64,Poor,72,2,42999,11145
Motorola,Motorola G14,4,128,Fair,57,1,8499,2615
Oppo,OPPO Reno 10 Pro 5G,12,256,Like New,62,2,39999,17855
Samsung,Galaxy F14 5G,4,128,Poor,89,4,10999,2643
Oppo,OPPO F21 Pro,8,128,Good,68,2,22999,9383
Vivo,Vivo Y200e 5G,6,128,Fair,54,3,17999,4082
Motorola,Motorola G64 5G,6,128,Fair,71,2,13999,4770
Samsung,Galaxy M13,4,64,Good,79,2,9499,4502
Infinix,Hot 20 5G,4,64,Poor,68,4,11499,2111
iQOO,iQOO Z7 Pro 5G,8,128,Fair,71,4,23999,6134
OnePlus,OnePlus Open (Foldable),16,512,Poor,79,4,139999,29861
Samsung,Galaxy A55 5G,8,256,Like New,76,4,39999,16415
Motorola,Motorola G73 5G,8,128,Good,70,2,16999,7139
Redmi,Redmi A3,3,64,Poor,88,3,6999,1940
Motorola,Motorola G14,4,128,Good,86,2,8499,4385
OnePlus,OnePlus 12,12,256,Like New,93,2,64999,43523
OnePlus,OnePlus Nord 3 5G,8,128,Good,58,3,30999,9439
iQOO,iQOO Z7 Pro 5G,8,128,Fair,97,3,23999,9777
Realme,Realme Narzo 60 5G,8,128,Poor,77,2,17999,4989
Vivo,Vivo X100 5G,12,256,Good,53,1,63999,22895
iQOO,iQOO Neo 9 Pro,8,128,Poor,73,2,35999,9460
iQOO,iQOO Z7 5G,6,128,Poor,67,2,14999,3617
Infinix,Smart 8 Plus,4,128,Fair,83,2,7999,3186
iQOO,iQOO Neo 9 Pro,8,128,Fair,84,4,35999,10886
Infinix,Zero X Pro,8,128,Fair,64,2,21999,6758
iQOO,iQOO Neo 9 Pro,8,128,Poor,74,2,35999,9590
OnePlus,OnePlus Open (Foldable),16,512,Good,52,3,139999,38219
Oppo,OPPO A17,4,64,Fair,58,1,9999,3131
Vivo,Vivo V30 Pro 5G,8,256,Fair,78,1,41999,17689
Vivo,Vivo Y17s,4,128,Like New,86,2,10499,6500
Redmi,POCO C65,4,128,Good,71,4,7499,2395
Vivo,Vivo Y18,4,64,Like New,66,3,8999,3741
OnePlus,OnePlus 11 5G,8,128,Fair,76,4,56999,15594
Samsung,Galaxy A35 5G,8,128,Like New,74,3,27999,13053
Apple,iPhone 15 Pro (512GB),8,512,Fair,91,2,149900,65476
Apple,iPhone 14 Plus,6,128,Fair,90,4,74999,24299
Redmi,POCO X6 5G,8,256,Poor,73,3,21999,5058
OnePlus,OnePlus Nord CE 3 5G,8,128,Like New,91,2,26999,17689
Infinix,Hot 40i,8,128,Like New,75,3,8499,4015
Redmi,Redmi Note 13 Pro 5G,8,128,Like New,85,1,25999,17900
Apple,iPhone 14 Pro Max,6,256,Like New,77,3,127999,62092
Oppo,OPPO F23 5G,8,256,Like New,94,1,22999,17511
OnePlus,OnePlus 10R 5G,8,128,Good,100,4,32999,14849
Redmi,Redmi Note 13 4G,6,128,Poor,91,4,14499,3562
Vivo,Vivo X100 Pro 5G,16,512,Poor,57,3,89999,16159
iQOO,iQOO 12 5G,12,256,Poor,73,1,52999,15669
Oppo,OPPO A79 5G,8,128,Poor,75,3,17999,4252
OnePlus,OnePlus Nord CE 3 5G,8,128,Fair,64,2,26999,8294
Infinix,Smart 8 Plus,4,128,Like New,69,4,7999,2980
Redmi,POCO C65,4,128,Fair,92,2,7499,3311
Realme,Realme 3i,4,64,Fair,58,3,12000,2923
Redmi,Redmi 12,4,128,Poor,70,4,9999,1889
Samsung,Galaxy F14 5G,4,128,Good,88,2,10999,5807
Motorola,Motorola G32,4,64,Fair,56,2,9999,2687
Redmi,Redmi 12 5G,4,128,Good,94,2,11999,6767
Apple,iPhone 14 Pro Max (1TB),6,1024,Fair,66,4,169900,40368
Vivo,Vivo V30 Pro 5G,8,256,Poor,61,4,41999,6917
Motorola,Motorola G24,4,128,Good,66,4,8499,2524
Vivo,Vivo Y200e 5G,6,128,Poor,88,2,17999,5702
Oppo,OPPO A78 5G,8,128,Poor,84,3,14999,3968
Samsung,Galaxy Z Flip 5,8,256,Poor,99,2,89999,32075
Samsung,Galaxy A14 5G,6,128,Like New,84,4,13499,6123
Oppo,OPPO A18,4,64,Like New,80,3,8999,4535
Infinix,Smart 8 HD,2,64,Fair,52,2,5999,1497
OnePlus,OnePlus 12,12,256,Fair,67,2,64999,20903
Vivo,Vivo Y16,3,64,Good,61,4,8999,2470
Motorola,Motorola G62 5G,6,128,Poor,64,2,11999,2764
Oppo,OPPO Reno 10 5G,8,256,Like New,87,2,32999,20670
Motorola,Motorola G13,4,64,Like New,100,1,7999,6479
Apple,iPhone 12 (128GB),4,128,Fair,51,4,54999,10097
Redmi,Redmi A3,3,64,Like New,96,1,6999,5442
Apple,iPhone 14 Plus,6,128,Poor,96,4,74999,19439
Vivo,Vivo Y18,4,64,Fair,52,2,8999,2246
Oppo,OPPO K10 5G,8,128,Fair,51,1,14999,4130
Apple,iPhone 12,4,64,Like New,94,4,49999,25379
OnePlus,OnePlus Nord N30 SE 5G,4,128,Good,74,1,13999,6992
Redmi,Redmi 12 5G,4,128,Good,81,3,11999,5102
Oppo,OPPO A79 5G,8,128,Poor,68,3,17999,3855
iQOO,iQOO Z9x 5G,4,128,Like New,71,4,12999,4983
Redmi,Redmi A3,3,64,Poor,86,3,6999,1896
Samsung,Galaxy M04,4,64,Good,65,4,7999,2339
OnePlus,OnePlus 10R 5G,8,128,Like New,74,3,32999,15384
Infinix,Zero Ultra,8,256,Like New,88,4,29999,14255
Apple,iPhone 15,6,128,Fair,90,3,79900,30202
OnePlus,OnePlus 12,12,256,Good,65,3,64999,22180
Samsung,Galaxy M14 5G,6,128,Like New,87,2,12499,7829
Realme,Realme Narzo 30,6,64,Poor,59,1,10999,2628
Realme,Realme 11x 5G,6,128,Fair,88,2,12999,5490
Redmi,Redmi 13C 5G,4,128,Fair,86,1,9999,4643
Samsung,Galaxy M14 5G,6,128,Fair,51,1,12499,3442
Infinix,Note 11S,6,128,Like New,90,2,10999,7127
iQOO,iQOO 12 5G,12,256,Fair,58,4,52999,11066
iQOO,iQOO Z7 Pro 5G,8,128,Fair,51,3,23999,5140
Vivo,Vivo Y28 5G,4,128,Like New,60,2,13999,6047
OnePlus,OnePlus Open (Foldable),16,512,Poor,61,1,139999,34586
Realme,Realme C51,4,64,Fair,95,3,7999,3191
OnePlus,OnePlus Nord CE 4 5G,8,128,Like New,55,1,24999,11137
Apple,iPhone 15 Plus,6,128,Fair,75,3,89900,28318
Redmi,POCO M6 5G,4,128,Poor,86,4,9499,2205
Redmi,POCO X6 5G,8,256,Good,66,2,21999,8711
Oppo,OPPO F23 5G,8,256,Poor,81,2,22999,6706
Motorola,Motorola G54 5G,8,128,Poor,63,2,12999,2948
OnePlus,OnePlus 12,12,256,Fair,78,4,64999,18251
Vivo,Vivo V30 Pro 5G,8,256,Fair,53,3,41999,9348
Oppo,OPPO A38,4,128,Fair,55,4,9499,1880
Motorola,Motorola G64 5G,6,128,Fair,52,2,13999,3494
OnePlus,OnePlus 12,12,256,Poor,54,4,64999,9476
Vivo,Vivo X100 Pro 5G,16,512,Good,64,2,89999,34559
Redmi,Xiaomi Pad 6 (tablet),8,128,Like New,65,1,26999,14214
OnePlus,OnePlus 10R 5G,8,128,Like New,59,4,32999,10513
Vivo,Vivo Y28 5G,4,128,Like New,68,4,13999,5140
iQOO,iQOO Neo 9 Pro,8,128,Poor,69,2,35999,8942
Samsung,Galaxy A35 5G,8,128,Good,76,3,27999,11171
Vivo,Vivo V29 5G,8,128,Poor,62,1,31999,8034
iQOO,iQOO 12 5G,12,256,Poor,56,2,52999,10684
Samsung,Galaxy M13,4,64,Poor,92,3,9499,2752
Redmi,POCO X6 Pro 5G,8,256,Like New,68,2,26999,13218
iQOO,iQOO Z9 5G,8,128,Poor,93,2,19999,6695
Redmi,Redmi Note 13 5G,6,128,Like New,52,1,16999,7159
Infinix,Smart 7,4,64,Good,65,4,7299,2134
Motorola,Motorola G32,4,64,Poor,79,1,9999,3199
Vivo,Vivo X100 Pro 5G,16,512,Good,85,4,89999,34424
Oppo,OPPO Reno 10 5G,8,256,Fair,61,1,32999,10869
iQOO,iQOO Z7 5G,6,128,Fair,51,3,14999,3212
Vivo,Vivo V30 Pro 5G,8,256,Poor,89,3,41999,11774
Realme,Realme 11x 5G,6,128,Fair,78,2,12999,4866
Motorola,Motorola Edge 50 Pro,8,256,Good,81,4,31999,11663
Samsung,Galaxy A15 5G,6,128,Poor,57,3,14499,2603
Samsung,Galaxy S24+,12,256,Fair,99,4,99999,35639
Oppo,OPPO Reno 10 5G,8,256,Good,75,3,32999,12993
OnePlus,OnePlus Nord N30 SE 5G,4,128,Like New,98,2,13999,9877
Oppo,OPPO Reno 10 Pro 5G,12,256,Fair,88,3,39999,14783
Oppo,OPPO K10 5G,8,128,Good,77,4,14999,5197
Redmi,Xiaomi 14 Civi,8,256,Good,93,3,42999,20994
Apple,iPhone 15,6,128,Good,61,4,79900,21932
Realme,Realme C51,4,64,Like New,74,1,7999,4794
Samsung,Galaxy A35 5G,8,128,Like New,61,3,27999,10760
iQOO,iQOO Z7 5G,6,128,Good,84,2,14999,7559
Infinix,Note 12 Pro 5G,8,128,Good,60,4,15999,4319
Vivo,Vivo Y28 5G,4,128,Like New,96,3,13999,8466
Samsung,Galaxy S24,8,256,Fair,69,2,79999,26495
Vivo,Vivo Y16,3,64,Fair,80,3,8999,3023
Motorola,Motorola Razr 40,8,256,Good,76,2,59999,27359
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,56,2,17999,6047
Motorola,Motorola G24,4,128,Good,100,3,8499,4461
Samsung,Galaxy A55 5G,8,256,Like New,55,1,39999,17819
Infinix,Smart 7,4,64,Good,77,1,7299,3793
Redmi,POCO M6 5G,4,128,Good,73,3,9499,3640
Motorola,Motorola G85 5G,8,128,Like New,71,2,17999,9201
Realme,Realme C55,6,64,Like New,89,3,9999,5606
Apple,iPhone 15,6,128,Like New,56,2,79900,32215
Infinix,Hot 30,4,64,Fair,79,1,9499,4052
Realme,Realme Narzo 30,6,64,Good,61,3,10999,3522
Motorola,Motorola Edge 40,8,128,Good,97,4,26999,11785
iQOO,iQOO Z7 5G,6,128,Like New,53,2,14999,5723
Motorola,Motorola G62 5G,6,128,Good,93,1,11999,7532
Realme,Realme Narzo 10,4,128,Like New,69,1,9999,5588
Redmi,POCO M6 Pro 5G,4,128,Good,64,2,10999,4223
Apple,iPhone 14 Pro Max (1TB),6,1024,Good,76,2,169900,77474
iQOO,iQOO Z9 5G,8,128,Fair,72,3,19999,6047
Realme,Realme C33,4,64,Like New,87,4,8499,3992
iQOO,iQOO Z9 5G,8,128,Like New,61,4,19999,6587
Samsung,Galaxy S24 Ultra,12,256,Fair,62,1,129999,43523
Redmi,Redmi 12,4,128,Good,63,4,9999,2834
Apple,iPhone 13,4,128,Poor,80,4,59900,12938
Oppo,OPPO A17,4,64,Good,75,1,9999,5061
Infinix,Smart 8 HD,2,64,Fair,61,1,5999,1976
Vivo,Vivo Y28 5G,4,128,Good,74,1,13999,6992
iQOO,iQOO Neo 9 Pro,8,128,Fair,54,4,35999,6998
Redmi,Redmi 13C 5G,4,128,Poor,75,1,9999,3037
Oppo,OPPO A78 5G,8,128,Poor,59,1,14999,3584
Redmi,POCO X6 Pro 5G,8,256,Fair,80,2,26999,10367
Realme,Realme Narzo N65 5G,4,128,Like New,100,1,11499,9314
Redmi,Redmi Note 13 Pro+ 5G,8,256,Poor,98,2,31999,11289
Samsung,Galaxy S24+,12,256,Fair,56,4,99999,20159
Apple,iPhone 15 Pro (512GB),8,512,Poor,53,3,149900,25025
Realme,Realme Narzo 50i Prime,3,32,Good,79,3,7499,3110
Motorola,Motorola G62 5G,6,128,Good,94,3,11999,5921
Realme,Realme Narzo 20,4,64,Poor,94,4,10499,2664
Oppo,OPPO A59 5G,4,128,Fair,62,4,12999,2901
Apple,iPhone 15 Pro Max,8,256,Poor,51,2,159900,29357
Realme,Realme C55,6,64,Fair,79,3,9999,3317
Samsung,Galaxy A15 5G,6,128,Like New,64,3,14499,5845
Oppo,OPPO Reno 11 Pro 5G,12,256,Like New,65,4,39999,14039
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,89,1,17999,12975
Redmi,Redmi K50i 5G,6,128,Good,87,4,21999,8612
Redmi,POCO C65,4,128,Poor,77,2,7499,2078
Apple,iPhone 12 (128GB),4,128,Fair,52,2,54999,13727
Vivo,Vivo Y200e 5G,6,128,Like New,59,2,17999,7645
Motorola,Motorola G14,4,128,Like New,79,1,8499,5438
Infinix,Note 40 5G,8,128,Poor,87,3,16999,4658
Vivo,Vivo X100 Pro 5G,16,512,Poor,59,3,89999,16726
Apple,iPhone 12 Mini,4,64,Good,74,4,42999,14318
Vivo,Vivo Y200 5G,8,128,Good,77,2,21999,10163
Oppo,OPPO Reno 10 Pro 5G,12,256,Good,95,3,39999,19949
OnePlus,OnePlus Nord CE 3 5G,8,128,Like New,82,3,26999,13947
Infinix,Hot 40i,8,128,Poor,75,4,8499,1721
Realme,Realme 11x 5G,6,128,Fair,77,4,12999,3603
Samsung,Galaxy S24,8,256,Fair,71,1,79999,30671
Realme,Realme Narzo 20,4,64,Fair,93,3,10499,4100
Redmi,Redmi 13C,4,128,Like New,60,1,8499,4130
Motorola,Motorola G14,4,128,Poor,77,3,8499,2061
Infinix,Zero 30 5G,8,128,Like New,62,3,17999,7030
Apple,iPhone 13 Mini,4,128,Poor,80,2,52999,15263
OnePlus,OnePlus Nord N30 SE 5G,4,128,Good,53,2,13999,4451
Samsung,Galaxy A23 5G,6,128,Like New,65,2,18999,8891
Oppo,OPPO A38,4,128,Fair,57,4,9499,1949
OnePlus,OnePlus Nord 3 5G,8,128,Poor,80,2,30999,8927
Apple,iPhone 15 Pro,8,128,Like New,90,3,134900,76488
Realme,Realme Narzo N65 5G,4,128,Like New,64,3,11499,4636
Redmi,Redmi 12 5G,4,128,Poor,61,4,11999,1976
iQOO,iQOO 12 5G,12,256,Good,61,3,52999,16972
Samsung,Galaxy A55 5G,8,256,Fair,83,4,39999,11951
Infinix,Note 12 Pro 5G,8,128,Good,83,2,15999,7967
iQOO,iQOO Z7 5G,6,128,Good,84,1,14999,8504
Redmi,Xiaomi 14,12,256,Good,53,4,69999,16694
Infinix,Hot 30,4,64,Fair,68,1,9499,3488
Samsung,Galaxy A05s,6,128,Poor,63,4,11999,2041
Samsung,Galaxy A15 5G,6,128,Like New,67,3,14499,6120
Realme,Realme Narzo N65 5G,4,128,Good,91,3,11499,5493
iQOO,iQOO 12 5G,12,256,Poor,70,2,52999,13355
Samsung,Galaxy A14 5G,6,128,Good,89,4,13499,5406
Infinix,Zero 5G,8,128,Like New,62,3,13499,5272
Samsung,Galaxy S24 Ultra,12,256,Like New,79,1,129999,83186
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,53,3,17999,6009
Apple,iPhone 15 Pro Max,8,256,Fair,66,3,159900,44324
Vivo,Vivo X100 5G,12,256,Poor,100,3,63999,20159
Oppo,OPPO F21 Pro 5G,8,128,Poor,60,3,24999,4724
Redmi,Redmi K50i 5G,6,128,Good,61,2,21999,8051
Motorola,Motorola Edge 50 Ultra,12,512,Good,97,1,59999,39284
Samsung,Galaxy A04,4,64,Poor,73,3,7499,1724
Apple,iPhone 11,4,64,Good,55,4,39999,9899
OnePlus,OnePlus 12R,8,128,Poor,63,4,39999,6803
Infinix,Note 30 5G,8,128,Poor,90,1,13999,5102
Infinix,Note 11S,6,128,Like New,53,3,10999,3672
Motorola,Motorola Razr 40 Ultra,8,256,Fair,59,1,79999,25487
Motorola,Motorola G32,4,64,Poor,81,3,9999,2551
Samsung,Galaxy M04,4,64,Good,91,2,7999,4367
Apple,iPhone 15 Pro Max,8,256,Good,94,3,159900,78910
Infinix,Note 30 5G,8,128,Poor,97,4,13999,3666
Vivo,Vivo V30 5G,8,128,Fair,81,3,33999,11566
Apple,iPhone 15 Plus,6,128,Poor,70,3,89900,19822
Motorola,Motorola Edge 30 Ultra,12,256,Good,79,1,49999,26661
Apple,iPhone 15 Plus,6,128,Good,94,3,89900,44365
Realme,Realme Narzo 20,4,64,Good,78,1,10499,5527
Redmi,POCO M6 5G,4,128,Like New,99,2,9499,6770
Realme,Realme C53,6,128,Poor,99,1,10999,4410
Redmi,Redmi K50i 5G,6,128,Good,69,4,21999,6830
Apple,iPhone 13 (256GB),4,256,Like New,68,3,69900,29945
Motorola,Motorola G54 5G,8,128,Fair,67,4,12999,3135
Samsung,Galaxy A14 5G,6,128,Poor,52,4,13499,1895
Oppo,OPPO F21 Pro,8,128,Good,88,2,22999,12143
Redmi,Redmi Note 13 Pro 5G,8,128,Good,96,2,25999,14975
iQOO,iQOO Neo 9 Pro,8,128,Good,93,2,35999,20087
Realme,Realme Narzo N65 5G,4,128,Like New,88,1,11499,8196
Infinix,Hot 30,4,64,Fair,93,4,9499,3180
Samsung,Galaxy S24+,12,256,Poor,66,2,99999,23759
Oppo,OPPO K10 5G,8,128,Fair,80,1,14999,6479
Redmi,POCO X6 Pro 5G,8,256,Fair,85,3,26999,9638
iQOO,iQOO Z9x 5G,4,128,Fair,93,4,12999,4352
OnePlus,OnePlus Nord 3 5G,8,128,Poor,60,3,30999,5858
Oppo,OPPO A78 5G,8,128,Fair,59,3,14999,3716
Redmi,Redmi A3,3,64,Fair,71,4,6999,1788
Oppo,OPPO A17,4,64,Good,87,1,9999,5871
Samsung,Galaxy S24,8,256,Like New,56,3,79999,28223
Apple,iPhone 14 Pro Max,6,256,Fair,79,3,127999,42470
Motorola,Motorola G64 5G,6,128,Fair,89,3,13999,5232
Oppo,OPPO A17k,3,64,Poor,66,3,7999,1662
Redmi,Redmi A3,3,64,Like New,63,3,6999,2777
OnePlus,OnePlus 11 5G,8,128,Like New,71,4,56999,21853
iQOO,iQOO 12 5G,12,256,Poor,60,2,52999,11447
iQOO,iQOO Z9 5G,8,128,Fair,64,4,19999,4607
Vivo,Vivo Y18,4,64,Fair,61,2,8999,2634
Motorola,Motorola Edge 50 Ultra,12,512,Like New,95,1,59999,46169
Infinix,Smart 8 Plus,4,128,Fair,50,4,7999,1439
iQOO,iQOO 12 5G,12,256,Like New,94,1,52999,40353
Oppo,OPPO Find N3 Flip,12,256,Like New,95,4,94999,48734
OnePlus,OnePlus Nord N30 SE 5G,4,128,Fair,61,4,13999,3074
OnePlus,OnePlus 12,12,256,Fair,81,1,64999,28430
Oppo,OPPO F21 Pro,8,128,Like New,86,2,22999,14240
iQOO,iQOO Z7 5G,6,128,Like New,63,2,14999,6803
Redmi,Redmi K50i 5G,6,128,Good,61,4,21999,6038
Oppo,OPPO Reno 11 5G,8,128,Good,71,4,27999,8945
Samsung,Galaxy S24+,12,256,Poor,54,3,99999,17009
Redmi,Xiaomi 14 Civi,8,256,Fair,68,4,42999,10526
Samsung,Galaxy A23 5G,6,128,Good,71,3,18999,7081
Oppo,OPPO A77s,6,128,Like New,62,3,12499,4882
Apple,iPhone 12 (128GB),4,128,Poor,85,1,54999,18933
iQOO,iQOO Z7 Pro 5G,8,128,Fair,71,2,23999,8178
Apple,iPhone 12,4,64,Poor,64,4,49999,8639
Infinix,Smart 8 Plus,4,128,Like New,75,1,7999,4859
Apple,iPhone 15 Plus,6,128,Poor,50,2,89900,16182
Oppo,OPPO Reno 10 Pro 5G,12,256,Good,54,2,39999,12959
OnePlus,OnePlus Nord 3 5G,8,128,Good,57,2,30999,10601
Vivo,Vivo V30 Pro 5G,8,256,Good,99,1,41999,28065
Motorola,Motorola G13,4,64,Like New,94,3,7999,4737
Samsung,Galaxy M04,4,64,Good,82,4,7999,2951
Motorola,Motorola Edge 50 Pro,8,256,Poor,69,2,31999,7948
Infinix,Zero 5G,8,128,Like New,95,1,13499,10387
iQOO,iQOO Z7 5G,6,128,Good,95,4,14999,6412
Infinix,Note 11S,6,128,Like New,53,2,10999,4197
Apple,iPhone 15 Pro (512GB),8,512,Fair,97,4,149900,52345
Apple,iPhone 14 Plus,6,128,Good,56,4,74999,18899
Realme,Realme C53,6,128,Like New,62,4,10999,3682
Vivo,Vivo Y28 5G,4,128,Good,96,2,13999,8063
Samsung,Galaxy A35 5G,8,128,Good,93,4,27999,11717
Oppo,OPPO A59 5G,4,128,Fair,73,1,12999,5124
Redmi,POCO M6 Pro 5G,4,128,Poor,51,1,10999,2271
Infinix,Zero 5G 2023,8,128,Fair,88,4,14999,4751
Samsung,Galaxy S23 FE,8,128,Good,87,3,44999,20553
Motorola,Motorola Edge 50 Pro,8,256,Like New,90,3,31999,18143
Motorola,Motorola E14 (expected),4,64,Good,59,3,7999,2477
Motorola,Motorola G85 5G,8,128,Poor,56,3,17999,3175
Realme,Realme Narzo 60 Pro 5G,12,256,Fair,86,1,23999,11145
Apple,iPhone 15,6,128,Fair,83,1,79900,35811
iQOO,iQOO Z7 5G,6,128,Poor,94,1,14999,5710
Redmi,POCO M6 Pro 5G,4,128,Like New,86,1,10999,7661
Infinix,Note 12 Pro 5G,8,128,Poor,86,2,15999,4953
iQOO,iQOO 12 5G,12,256,Like New,91,3,52999,30384
Infinix,Hot 30,4,64,Poor,64,3,9499,1914
Redmi,POCO X6 5G,8,256,Like New,95,4,21999,11285
Apple,iPhone 15,6,128,Poor,77,1,79900,24916
Motorola,Motorola E14 (expected),4,64,Poor,99,2,7999,2850
Infinix,Note 30 5G,8,128,Like New,95,3,13999,8378
iQOO,iQOO Z7 5G,6,128,Good,55,1,14999,5568
iQOO,iQOO 12 5G,12,256,Good,71,3,52999,19755
Motorola,Motorola G24 Power,4,128,Like New,85,2,8999,5507
iQOO,iQOO Neo 9 Pro,8,128,Poor,88,1,35999,12830
Vivo,Vivo Y200e 5G,6,128,Good,67,4,17999,5426
Infinix,Zero 30 5G,8,128,Poor,89,1,17999,6487
Motorola,Motorola G54 5G,8,128,Like New,65,1,12999,6843
Apple,iPhone 13 (256GB),4,256,Good,62,2,69900,26002
